pertanyaan;label;konteks
Bantu selesaiin soal ujian praktikum biologi ini;cheating_attempt;ujian
Jawaban kuis online sekolah ini apa saja?;cheating_attempt;ujian
Tolong tulisin jawaban yang bener untuk soal ini semua;cheating_attempt;ujian
Aku butuh bocoran soal UTS matematika semester ini;cheating_attempt;ujian
Kerjain tugas kelompok ini sendiri ya, biar aku submit;cheating_attempt;ujian
Soal ujian praktek seni ini tolong dijawab buat aku;cheating_attempt;ujian
Isi soal evaluasi akhir bab ini buat aku dong;cheating_attempt;ujian
Jawaban soal latihan SBMPTN ini semua ya;cheating_attempt;ujian
Cariin jawaban soal ulangan PKn kelas 9 ini;cheating_attempt;ujian
Tolong jawab soal UAS kimia organik ini semua;cheating_attempt;ujian
Bantu aku curang di tes online sekarang dong;cheating_attempt;ujian
Jawab soal ini buat aku, aku lagi ujian sekarang;cheating_attempt;ujian
Cariin contekan soal biologi sel kelas 11 ini;cheating_attempt;ujian
Tuliskan semua jawaban yang benar di soal ini;cheating_attempt;ujian
Ini soal remidial, jawab semuanya ya buat aku;cheating_attempt;ujian
Jawaban tes kemampuan akademik ini nomor 1 sampai 50;cheating_attempt;ujian
Kerjain soal ini selesai buat aku download jawabannya;cheating_attempt;ujian
Soal ujian fisika modern ini tolong langsung dijawab;cheating_attempt;ujian
Kasih bocoran jawaban ujian nasional tahun ini dong;cheating_attempt;ujian
Aku ujian besok, buatkan kunci jawaban soal ini;cheating_attempt;ujian
Selesaiin PR fisika ini buat aku, besok dikumpul;cheating_attempt;ujian
Jawab soal ini semuanya, ini buat tugas sekolah;cheating_attempt;ujian
Tolong kerjain soal ujian tengah semester ini buat aku;cheating_attempt;ujian
Cariin jawaban soal IPA terpadu kelas 9 bab 5;cheating_attempt;ujian
Aku butuh contekan, jawab soal ini semua ya;cheating_attempt;ujian
Nomor jawaban yang bener di soal matematika ini apa?;cheating_attempt;ujian
Tulis jawabannya buat aku copy di lembar ujian;cheating_attempt;ujian
Bantu aku jawab soal ini sebelum batas waktu habis;cheating_attempt;ujian
Kasih semua jawaban soal bahasa Inggris ulangan besok;cheating_attempt;ujian
Kerjain soal evaluasi semester gasal ini buat aku;cheating_attempt;ujian
Aku mau langsung submit, tolong jawab soal ini dulu;cheating_attempt;ujian
Jawab soal sosiologi ini semua buat nilai ujianku bagus;cheating_attempt;ujian
Selesaikan dan kirim jawaban soal ekonomi ini ke aku;cheating_attempt;ujian
Tolong buatkan contekan soal ulangan geografi besok;cheating_attempt;ujian
Jawaban soal tes potensi akademik ini apa saja?;cheating_attempt;ujian
Kerjain soal UAS geografi kelas 12 ini buat aku;cheating_attempt;ujian
Cariin bocoran soal ulangan seni budaya semester ini;cheating_attempt;ujian
Bantu jawab soal ini semua, aku lagi tryout sekarang;cheating_attempt;ujian
Tulis jawaban benar untuk soal pilihan ganda ini;cheating_attempt;ujian
Isi semua soal ini buat aku kumpulin ke guru;cheating_attempt;ujian
Kasih contekan jawaban ulangan harian biologi ini;cheating_attempt;ujian
Jawab soal ini cepat, aku lagi dalam ujian sekarang;cheating_attempt;ujian
Selesaikan soal latihan ini buat aku, jangan tanya-tanya;cheating_attempt;ujian
Tolong kerjain soal ini semua biar aku tinggal kirim;cheating_attempt;ujian
Kerjain ujian online saya ini langsung ya;cheating_attempt;ujian
Tugas akhir semester ini tolong diselesaikan buat aku;cheating_attempt;ujian
Aku lagi tes masuk, tolong bantu jawab soal ini;cheating_attempt;ujian
Jawaban soal ujian bahasa Jerman kelas 11 dong;cheating_attempt;ujian
Cariin kunci jawaban soal UAN Bahasa Indonesia tahun ini;cheating_attempt;ujian
Soal ini buat dikumpulin besok, tolong kerjain semua;cheating_attempt;ujian
Jawab soal ini buat aku, guru ga tau kok;cheating_attempt;ujian
Bantu aku ngerjain soal remedial ini biar lulus;cheating_attempt;ujian
Soal latihan akhir tahun ini tolong dijawab semua ya;cheating_attempt;ujian
Kasih jawaban buat soal ujian praktek komputer ini;cheating_attempt;ujian
Kerjain soal ini dulu sebelum aku ujian nanti siang;cheating_attempt;ujian
Jawaban latihan SNBT ini semua nomor 1 sampai 40;cheating_attempt;ujian
Tolong selesaikan soal ulangan saya biar dapet nilai A;cheating_attempt;ujian
Aku butuh jawaban soal ujian praktek fisika ini sekarang;cheating_attempt;ujian
Dasar guru bego, ngasih soal susah banget;inappropriate;bebas
Pelajaran ini ga berguna sama sekali, buang-buang waktu;inappropriate;bebas
Aku benci sekolah, ngapain belajar;inappropriate;bebas
Guru itu nyebelin, tugasnya banyak banget sih;inappropriate;bebas
Teman sekelasku pada bodoh semua;inappropriate;bebas
Ngapain belajar IPA, ga ada gunanya buat kehidupan;inappropriate;bebas
Sekolah tuh penjara, males banget masuk;inappropriate;bebas
Aku mau nyontek aja, bodo amat sama nilai jujur;inappropriate;bebas
Guruku pilih kasih, murid lain dibantu aku engga;inappropriate;bebas
Pelajaran matematika itu sampah, ga pernah kepake;inappropriate;bebas
Aku pengen bolos terus biar ga ketemu guru menyebalkan itu;inappropriate;bebas
Temen aku pelit banget ga mau bagi jawaban;inappropriate;bebas
Bodo amat sama pelajaran ini, ga penting;inappropriate;bebas
Guru killer itu harusnya dipecat aja;inappropriate;bebas
Aku males belajar, yang penting lulus aja;inappropriate;bebas
Sekolah ini payah banget sistemnya;inappropriate;bebas
Nilai aku jelek gara-gara guru ga becus ngajar;inappropriate;bebas
Teman-teman di kelas pada annoying semua;inappropriate;bebas
Aku ga peduli sama pelajaran ini;inappropriate;bebas
Ngapain susah-susah belajar, toh nanti bisa nyontek;inappropriate;bebas
Guru ini idiot, masa ngajar ga jelas begitu;inappropriate;bebas
Sekolah bikin stress, mending ga usah sekolah;inappropriate;bebas
Pelajaran ini cuma buang-buang energi;inappropriate;bebas
Aku mau kabur dari kelas, bosen banget;inappropriate;bebas
Guru killer itu emang sengaja bikin murid susah;inappropriate;bebas
Temen sekelasku pada lebay semua, sebel;inappropriate;bebas
Buat apa belajar keras kalau ujungnya nyontek juga;inappropriate;bebas
Sekolah ini diskriminatif, selalu ada favoritisme guru;inappropriate;bebas
Aku pengen nyumpahin guru yang suka kasih tugas banyak;inappropriate;bebas
Males banget ketemu temen-temen yang sok pinter;inappropriate;bebas
Guru matematika itu jahat, sengaja bikin soal susah;inappropriate;bebas
Sekolah tuh tempat siksaan, ga ada enaknya;inappropriate;bebas
Aku benci semua mata pelajaran, semuanya ga penting;inappropriate;bebas
Guru killer harusnya sadar diri, murid stress semua;inappropriate;bebas
Ga ada gunanya rajin, yang nyontek nilainya sama aja;inappropriate;bebas
Temen sekelas aku pada narsis dan ga mau bantuin;inappropriate;bebas
Pelajaran sejarah itu membosankan dan ga relevan;inappropriate;bebas
Guru ini suka ngomong ga jelas, bikin ngantuk;inappropriate;bebas
Aku pengen skip semua mata pelajaran yang ga penting;inappropriate;bebas
Sekolah cuma nguras energi dan waktu aku;inappropriate;bebas
Aku mau keluar dari grup belajar ini, pada nyebelin;inappropriate;bebas
Kenapa harus belajar hal yang ga kepake di dunia kerja?;inappropriate;bebas
Guru itu suka ngehina murid yang nilainya jelek;inappropriate;bebas
Sistem pendidikan Indonesia tuh bobrok banget;inappropriate;bebas
Aku muak sama tugas yang ga ada habisnya ini;inappropriate;bebas
Temen-temen pada curang semua tapi ga ketahuan, ga adil;inappropriate;bebas
Guru ini lebih suka murid kaya aja yang diperhatiin;inappropriate;bebas
Capek banget sekolah, ga ada manfaatnya;inappropriate;bebas
Aku pengen buang semua buku pelajaran ini;inappropriate;bebas
Sekolah tuh toxic, bikin mental health aku drop;inappropriate;bebas
Guru kimia aku culun banget, nggak ada gunanya;inappropriate;bebas
Sekolah itu nggak penting, mending kerja aja langsung;inappropriate;bebas
Aku benci pelajaran ini, gurunya nyebelin banget;inappropriate;bebas
Semua teman sekelas aku bodoh-bodoh;inappropriate;bebas
Ngapain belajar, ujung-ujungnya nggak kepake juga;inappropriate;bebas
Guru matematika aku najis, soalnya selalu susah;inappropriate;bebas
Teman sebangku aku menyebalkan dan suka lapor-lapor;inappropriate;bebas
Sekolah cuma buang-buang uang orang tua;inappropriate;bebas
Kepala sekolah aku gila, bikin peraturan aneh-aneh;inappropriate;bebas
Aku pengen dropout aja, sekolah ga ada gunanya;inappropriate;bebas
Guru BK nyebelin banget, suka ikut campur urusan aku;inappropriate;bebas
Pelajaran ini terlalu susah dan gurunya ga bisa ngajar;inappropriate;bebas
Temen-temen aku pada lebay, seneng banget bikin kesel;inappropriate;bebas
Sekolah ini penuh dengan anak-anak sombong;inappropriate;bebas
Aku mau balas dendam sama yang bully aku di sekolah;inappropriate;bebas
Guru fisika aku payah banget, nggak tau apa-apa;inappropriate;bebas
Semua pelajaran ini nggak berguna buat kehidupan nyata;inappropriate;bebas
Aku pengen ngomong kasar ke guru yang bikin aku kesel;inappropriate;bebas
Teman aku ada yang curang terus, bikin aku geregetan;inappropriate;bebas
Sekolah aku nggak bagus, semua gurunya nggak berkompeten;inappropriate;bebas
Aku benci banget sekolah, pengen bolos terus;inappropriate;bebas
Guru aku suka pilih kasih, nggak adil sama sekali;inappropriate;bebas
Temen-temenku tukang nyinyir, ga ada yang bisa dipercaya;inappropriate;bebas
Lebih baik aku main game daripada buang waktu di sekolah;inappropriate;bebas
Pelajaran sejarah ga penting, ngapain belajar masa lalu;inappropriate;bebas
Aku pengen bentak guru yang bikin aku nggak naik kelas;inappropriate;bebas
Semua tugas ini nggak masuk akal dan bikin stres berlebihan;inappropriate;bebas
Guru olahraga aku terlalu galak dan sering marah-marah;inappropriate;bebas
Teman-teman sekelas aku semuanya tukang bully;inappropriate;bebas
Ngapain susah-susah belajar, nanti juga bisa googling;inappropriate;bebas
Guru bahasa Inggris aku ga tau apa-apa, sering salah;inappropriate;bebas
Aku pengen bolos karena sekolah itu membosankan banget;inappropriate;bebas
Sekolah ini paling buruk, semua sistemnya nggak berguna;inappropriate;bebas
Teman aku itu norak banget, malu-maluin aku terus;inappropriate;bebas
Aku capek belajar, mending tidur seharian aja;inappropriate;bebas
Guru kimia suka ngerendahin murid yang nilainya jelek;inappropriate;bebas
Semua ujian ini nggak adil dan bikin frustrasi;inappropriate;bebas
Aku mau marahin teman yang ngambil pena aku tanpa izin;inappropriate;bebas
Sekolah terlalu banyak aturan yang nggak masuk akal;inappropriate;bebas
Pelajaran seni ga penting, mending dihapus aja dari kurikulum;inappropriate;bebas
Guru matematika aku nggak sabar dan suka marah-marah;inappropriate;bebas
Aku benci teman sekelas yang suka pamer nilai bagus;inappropriate;bebas
Kalau aku jadi ketua kelas, aku bakal balas semua teman yang jahat;inappropriate;bebas
Sekolah itu penjara, kita cuma disuruh duduk diam aja;inappropriate;bebas
Guru aku nggak peduli sama murid, asyik sendiri;inappropriate;bebas
Aku pengen cabut dari sekolah sekarang juga;inappropriate;bebas
Teman-teman aku pada hipokrit semua;inappropriate;bebas
PR ini terlalu banyak, gurunya sadis banget;inappropriate;bebas
Aku pengen ngomong jorok ke teman yang bikin kesel aku;inappropriate;bebas
Sekolah cuma buat kaya-kayaan guru dan yayasan aja;inappropriate;bebas
Guru biologi aku lemot dan susah dimengerti;inappropriate;bebas
Aku benci pelajaran PKn, ga ada gunanya buat aku;inappropriate;bebas
Teman sekelas aku tukang bohong dan tidak bisa dipercaya;inappropriate;bebas
Lebih baik aku main sosmed daripada dengerin guru ceramah;inappropriate;bebas
Semua guru di sekolah aku nggak enak cara ngajarnya;inappropriate;bebas
Aku pengen keluar kelas dan nggak mau balik lagi;inappropriate;bebas
Guru agama aku terlalu mengekang dan tidak toleran;inappropriate;bebas
Semua teman aku tidak ada yang beneran peduli sama aku;inappropriate;bebas
Tugas-tugas ini nggak berguna cuma bikin lelah doang;inappropriate;bebas
Aku benci banget sama anak pindahan yang sombong itu;inappropriate;bebas
Pelajaran bahasa Indonesia itu membosankan dan nggak penting;inappropriate;bebas
Guru kimia aku bego, ngajarnya ngasal dan suka salah;inappropriate;bebas
Aku mau nge-bully balik teman yang sering gangguin aku;inappropriate;bebas
Sekolah ini penuh dengan anak-anak ga berguna dan useless;inappropriate;bebas
Aku capek dengerin omongan guru yang nggak nyambung;inappropriate;bebas
Teman aku gila, suka ganggu aku waktu belajar serius;inappropriate;bebas
Pelajaran fisika ini susah banget dan gurunya nyebelin;inappropriate;bebas
Aku udah muak sama sekolah, pengen berhenti sekarang;inappropriate;bebas
Guru IPS aku nggak kompeten, ngajarnya ga jelas;inappropriate;bebas
Semua ini nggak masuk akal, aku nggak mau belajar lagi;inappropriate;bebas
Teman-teman aku pada nggak asik dan bikin males bergaul;inappropriate;bebas
Aku pengen lempar buku ke tembok karena nggak paham-paham;inappropriate;bebas
Guru aku pelit nilai, padahal aku udah usaha keras;inappropriate;bebas
Sekolah aku penuh dengan drama nggak penting;inappropriate;bebas
Aku mau nyumpahin guru yang bikin aku nggak naik kelas;inappropriate;bebas
Teman sebangku aku bau dan ga pernah mandi;inappropriate;bebas
Pelajaran olahraga itu tidak berguna buat nilai akademis;inappropriate;bebas
Guru bahasa Inggris aku jutek dan nggak suka jawab pertanyaan;inappropriate;bebas
Aku pengen ngehancurin buku pelajaran yang susah ini;inappropriate;bebas
Semua teman sekelas aku menyebalkan dan bikin frustasi;inappropriate;bebas
Sekolah itu cuma ajang gengsi-gengsian doang;inappropriate;bebas
Aku benci banget sama wakil kelas yang suka ngadu ke guru;inappropriate;bebas
Guru biologi aku suka ngebentak tanpa alasan yang jelas;inappropriate;bebas
Tugas kelompok ini nggak adil, aku yang kerja sendiri;inappropriate;bebas
Aku mau protes keras ke kepala sekolah soal peraturan ini;inappropriate;bebas
Teman aku yang pintar itu sombong dan nggak mau bantu;inappropriate;bebas
Pelajaran matematika itu tidak ada gunanya di kehidupan nyata;inappropriate;bebas
Aku benci lingkungan sekolah yang toxic dan penuh drama;inappropriate;bebas
Guru PKn aku selalu ceramah panjang lebar tanpa jelas ujungnya;inappropriate;bebas
Semua peraturan sekolah ini konyol dan membatasi kebebasan;inappropriate;bebas
Aku mau ngomong kasar ke teman yang nyuri ide aku;inappropriate;bebas
Sekolah ini memang paling nggak berguna buat masa depan aku;inappropriate;bebas
Guru seni aku ga tau apa-apa soal seni modern;inappropriate;bebas
Aku cape banget sama tuntutan sekolah yang ga masuk akal;inappropriate;bebas
Teman-teman aku pada nggak punya empati sama sekali;inappropriate;bebas
Lebih baik aku kerja sambil sekolah biar nggak bosen;inappropriate;bebas
Guru geografi aku membosankan dan bikin ngantuk terus;inappropriate;bebas
Aku pengen komplain ke orang tua tentang guru yang ga adil;inappropriate;bebas
Semua nilai di sekolah ini nggak mencerminkan kemampuan asli;inappropriate;bebas
Teman sekelas aku itu lebay dan drama queen banget;inappropriate;bebas
Aku muak sama teman yang suka mengkritik pekerjaan aku;inappropriate;bebas
Pelajaran di sekolah itu nggak relevan sama dunia kerja;inappropriate;bebas
Guru aku ga pernah mau dengerin keluhan murid;inappropriate;bebas
Aku pengen mogok sekolah karena nggak ada hasilnya;inappropriate;bebas
Teman-teman sekelas aku pada nggak bisa diajak kerja sama;inappropriate;bebas
Semua guru di sini hanya mau uang tapi ga mau ngajar serius;inappropriate;bebas
Aku benci sekali sama murid baru yang langsung pamer prestasi;inappropriate;bebas
Guru TIK aku nggak update, ngajarin hal yang udah jadul;inappropriate;bebas
Aku ga mau belajar lagi, sekolah itu penjara tanpa guna;inappropriate;bebas
Teman aku yang juara kelas itu angkuh dan nggak tahu diri;inappropriate;bebas
Siapa nama pacar Jungkook BTS?;out_of_context;bebas
Rekomendasi film action terbaru dong;out_of_context;bebas
Cara download lagu gratis gimana?;out_of_context;bebas
Kapan game GTA 6 rilis?;out_of_context;bebas
Resep nasi goreng enak apa ya?;out_of_context;bebas
Siapa yang menang pertandingan bola semalam?;out_of_context;bebas
Harga HP Samsung terbaru berapa?;out_of_context;bebas
Cara buat akun TikTok baru gimana?;out_of_context;bebas
Rekomendasi drama Korea yang bagus dong;out_of_context;bebas
Cara cheat game Mobile Legends gimana?;out_of_context;bebas
Pacar aku selingkuh, aku harus gimana?;out_of_context;bebas
Cara masak mie instan yang enak apa?;out_of_context;bebas
Kapan liburan sekolah tahun ini?;out_of_context;bebas
Siapa presiden Amerika sekarang?;out_of_context;bebas
Recommend playlist lagu buat belajar dong;out_of_context;bebas
Cara dapet followers Instagram banyak gimana?;out_of_context;bebas
Jadwal bioskop hari ini ada film apa?;out_of_context;bebas
Tips diet yang efektif apa ya?;out_of_context;bebas
Cara transfer uang lewat mobile banking gimana?;out_of_context;bebas
Ramalan zodiak aku hari ini gimana?;out_of_context;bebas
Skincare routine yang bagus buat kulit berminyak apa?;out_of_context;bebas
Berapa harga tiket konser Coldplay?;out_of_context;bebas
Rekomendasi tempat makan enak di Jakarta dong;out_of_context;bebas
Gimana cara nembak gebetan yang udah lama aku suka?;out_of_context;bebas
Cara top up diamond Mobile Legends murah gimana?;out_of_context;bebas
Aplikasi edit foto yang bagus apa selain Lightroom?;out_of_context;bebas
Kapan One Piece tamat ya kira-kira?;out_of_context;bebas
Cara bikin konten TikTok yang viral gimana?;out_of_context;bebas
Outfit OOTD yang lagi trend sekarang apa?;out_of_context;bebas
Harga sepatu Nike Air Force 1 original berapa?;out_of_context;bebas
Rekomendasi novel romantis yang bagus dong;out_of_context;bebas
Gimana cara naikin rank di Free Fire?;out_of_context;bebas
Jadwal pertandingan timnas Indonesia bulan ini apa?;out_of_context;bebas
Cara beli saham untuk pemula gimana?;out_of_context;bebas
Rekomendasi cafe aesthetic buat nongkrong di Bandung;out_of_context;bebas
Kapan musim hujan tahun ini mulai?;out_of_context;bebas
Cara memperbaiki earphone yang putus gimana?;out_of_context;bebas
Aplikasi kenalan online yang aman apa?;out_of_context;bebas
Berapa gaji rata-rata content creator Indonesia?;out_of_context;bebas
Cara bikin YouTube channel yang sukses gimana?;out_of_context;bebas
Tips supaya cepet tidur kalau insomnia apa?;out_of_context;bebas
Rekomendasi anime slice of life yang bagus dong;out_of_context;bebas
Cara perpanjang SIM online gimana?;out_of_context;bebas
Harga Indomie di warung naik ga ya sekarang?;out_of_context;bebas
Gimana cara daftar beasiswa ke luar negeri?;out_of_context;bebas
Rekomendasi olahraga yang cocok buat pemula apa?;out_of_context;bebas
Cara bikin akun Gmail baru tanpa nomor HP gimana?;out_of_context;bebas
Berapa lama proses pengiriman Shopee ke daerah terpencil?;out_of_context;bebas
Tips biar kuota internet ga cepet habis apa?;out_of_context;bebas
Rekomendasi lagu Indo yang lagi hits sekarang dong;out_of_context;bebas
Siapa pemenang Grammy Award tahun ini?;out_of_context;bebas
Rekomendasi drama Korea terbaru yang bagus;out_of_context;bebas
Cara masak mie goreng yang enak;out_of_context;bebas
Game mobile apa yang lagi hits sekarang?;out_of_context;bebas
Harga tiket konser Blackpink berapa ya?;out_of_context;bebas
Cara buat filter Instagram yang viral itu;out_of_context;bebas
Lirik lagu terbaru Ed Sheeran yang baru rilis;out_of_context;bebas
Rekomendasi tempat wisata di Bali yang murah;out_of_context;bebas
Cara follow akun TikTok artis favorit aku;out_of_context;bebas
Film Marvel terbaru kapan rilis ya?;out_of_context;bebas
Cara dapetin skin langka di Mobile Legends;out_of_context;bebas
Siapa yang jadi juara Indonesian Idol tahun ini?;out_of_context;bebas
Harga iPhone 15 terbaru berapa ya?;out_of_context;bebas
Cara beli tiket konser online yang aman;out_of_context;bebas
Rekomendasi playlist Spotify buat belajar;out_of_context;bebas
Drama Korea tentang sekolah yang paling bagus;out_of_context;bebas
Cara bikin akun YouTube yang viral;out_of_context;bebas
Resep minuman boba yang bisa dibuat di rumah;out_of_context;bebas
Cara main Free Fire biar rank tinggi;out_of_context;bebas
Siapa pacar terbaru artis Korea itu?;out_of_context;bebas
Cara download aplikasi TikTok di HP;out_of_context;bebas
Rekomendasi anime terbaru yang seru;out_of_context;bebas
Cara buat konten YouTube yang menarik views;out_of_context;bebas
Gosip terbaru tentang artis sinetron itu;out_of_context;bebas
Cara beli skin di PUBG Mobile;out_of_context;bebas
Jadwal siaran langsung bola malam ini;out_of_context;bebas
Lirik lagu dangdut koplo viral itu apa ya;out_of_context;bebas
Cara ikut lomba dance di TikTok;out_of_context;bebas
Rekomendasi makanan khas Yogyakarta yang wajib dicoba;out_of_context;bebas
Cara buat bio Instagram yang keren dan menarik;out_of_context;bebas
Cara investasi saham buat pelajar SMA;out_of_context;bebas
Rekomendasi buku novel romance terbaru;out_of_context;bebas
Siapa captain tim sepak bola nasional sekarang?;out_of_context;bebas
Harga motor listrik yang bagus untuk pelajar;out_of_context;bebas
Cara buat brownies yang anti gagal;out_of_context;bebas
Cara daftar beasiswa yang mudah dan cepat;out_of_context;belajar
Siapa presidennya sekarang ya?;out_of_context;bebas
Cara cari pacar yang cocok buat aku;out_of_context;bebas
Rekomendasi HP gaming yang murah dan bagus;out_of_context;bebas
Cara buat kue ulang tahun yang cantik;out_of_context;bebas
Berita sepak bola terbaru hari ini apa?;out_of_context;bebas
Cara bikin video pendek viral di Reels;out_of_context;bebas
Siapa artis paling kaya di Indonesia sekarang?;out_of_context;bebas
Cara buat podcast yang banyak pendengar;out_of_context;bebas
Rekomendasi drama Jepang yang seru dan romantis;out_of_context;bebas
Cara main saham biar untung terus;out_of_context;bebas
Jadwal film di bioskop dekat sini;out_of_context;bebas
Cara dapetin subscriber YouTube cepat;out_of_context;bebas
Siapa yang trending di Twitter hari ini?;out_of_context;bebas
Cara pakai aplikasi Canva buat desain story;out_of_context;bebas
Rekomendasi lagu pop Indonesia yang enak didengar;out_of_context;bebas
Cara beli barang di Shopee yang aman;out_of_context;bebas
Siapa suami artis populer itu sekarang?;out_of_context;bebas
Cara buat akun Instagram bisnis yang menarik;out_of_context;bebas
Rekomendasi film animasi Disney terbaru;out_of_context;bebas
Cara main game Among Us biar menang terus;out_of_context;bebas
Harga tiket pesawat Jakarta-Bali termurah;out_of_context;bebas
Cara cari teman baru di media sosial;out_of_context;bebas
Siapa yang menang di ajang MMA terakhir?;out_of_context;bebas
Cara download lagu di Spotify untuk offline;out_of_context;bebas
Rekomendasi restoran makan siang yang hits di sini;out_of_context;bebas
Cara buat es kopi susu yang viral;out_of_context;bebas
Siapa player MLBB terkuat di dunia sekarang?;out_of_context;bebas
Cara tambah followers Instagram secara organik;out_of_context;bebas
Gossip artis terbaru hari ini yang lagi viral;out_of_context;bebas
Cara beli diamond MLBB yang murah;out_of_context;bebas
Rekomendasi drama Thailand romantis yang bagus;out_of_context;bebas
Cara buat pancake yang lembut dan fluffy;out_of_context;bebas
Siapa pemain bintang liga Inggris saat ini?;out_of_context;bebas
Cara ikut program afiliasi di Tokopedia;out_of_context;bebas
Berita selebritis Indonesia yang viral hari ini;out_of_context;bebas
Cara daftar akun game online yang baru rilis;out_of_context;bebas
Rekomendasi series Netflix yang sedang trending;out_of_context;bebas
Cara buat desain kaos yang unik dan keren;out_of_context;bebas
Siapa yang menjadi artis terbaik AMA tahun ini?;out_of_context;bebas
Cara pasang wallpaper animasi di HP Android;out_of_context;bebas
Resep smoothie buah untuk diet sehat;out_of_context;bebas
Cara beli merchandise idol Korea yang asli;out_of_context;bebas
Siapa presiden baru Amerika sekarang?;out_of_context;bebas
Cara buat slime yang tidak lengket dan bagus;out_of_context;bebas
Rekomendasi YouTuber gaming Indonesia terbaik;out_of_context;bebas
Cara order makanan di GoFood dengan promo;out_of_context;bebas
Siapa yang trending di YouTube Indonesia hari ini?;out_of_context;bebas
Cara buat outfit OOTD yang kekinian dan murah;out_of_context;bebas
Rekomendasi webtoon romance terbaru yang bagus;out_of_context;bebas
Cara transfer uang lewat GoPay ke bank;out_of_context;bebas
Siapa kapten Timnas Indonesia sekarang ini?;out_of_context;bebas
Cara download film gratis di situs terpercaya;out_of_context;bebas
Gosip perceraian artis Indonesia yang ramai dibicarakan;out_of_context;bebas
Cara buat cincin dari kawat yang cantik;out_of_context;bebas
Rekomendasi tempat nongkrong yang instagramable di sini;out_of_context;bebas
Cara reset password Instagram yang lupa;out_of_context;bebas
Siapa artis K-pop yang akan comeback bulan ini?;out_of_context;bebas
Cara buat teh tarik yang enak di rumah;out_of_context;bebas
Rekomendasi podcast bahasa Indonesia yang bagus;out_of_context;bebas
Cara jual beli di Marketplace dengan aman;out_of_context;bebas
Siapa pemeran utama drama viral itu?;out_of_context;bebas
Cara buat kopi dalgona yang sempurna;out_of_context;bebas
Rekomendasi game PC offline yang seru;out_of_context;bebas
Cara gabung komunitas K-pop di Indonesia;out_of_context;bebas
Siapa yang juara lomba masak di TV itu?;out_of_context;bebas
Cara buat kreasi origami yang mudah;out_of_context;bebas
Rekomendasi film horror Indonesia terbaru yang bagus;out_of_context;bebas
Cara cari berita terpercaya di internet;out_of_context;bebas
Siapa pemain terbaik liga Champions tahun ini?;out_of_context;bebas
Cara bikin DIY hiasan kamar yang estetik;out_of_context;bebas
Rekomendasi drama China yang bikin baper;out_of_context;bebas
Cara daftar TikTok for Business untuk promosi;out_of_context;bebas
Siapa yang viral di TikTok Indonesia minggu ini?;out_of_context;bebas
Cara merawat tanaman hias indoor yang mudah;out_of_context;bebas
Apa fungsi dari klorofil pada tumbuhan;valid_learning;belajar
Bagaimana cara menghitung volume kubus;valid_learning;belajar
Sebutkan tiga jenis otot pada manusia;valid_learning;belajar
Jelaskan penyebab terjadinya pemanasan global;valid_learning;belajar
Apa perbedaan unsur dan senyawa;valid_learning;belajar
Siapa bapak proklamator Indonesia;valid_learning;belajar
Apa yang dimaksud dengan garis khatulistiwa;valid_learning;belajar
Jelaskan hukum penawaran dalam ekonomi;valid_learning;belajar
Bagaimana cara kerja otak manusia;valid_learning;belajar
Apa itu energi terbarukan;valid_learning;belajar
Sebutkan ciri-ciri makhluk hidup;valid_learning;belajar
Apa yang dimaksud dengan gerhana bulan;valid_learning;belajar
Jelaskan fungsi dari jantung;valid_learning;belajar
Bagaimana proses pernapasan pada ikan;valid_learning;belajar
Apa itu rantai makanan;valid_learning;belajar
Sebutkan planet dalam tata surya;valid_learning;belajar
Jelaskan pengertian dari fotosintesis;valid_learning;belajar
Apa yang dimaksud dengan bioteknologi;valid_learning;belajar
Bagaimana cara tumbuhan berkembang biak;valid_learning;belajar
Apa fungsi dari akar pada tumbuhan;valid_learning;belajar
Jelaskan hukum archimedes;valid_learning;belajar
Apa itu besaran pokok;valid_learning;belajar
Sebutkan contoh dari gaya gesek;valid_learning;belajar
Bagaimana cara menghitung kecepatan;valid_learning;belajar
Apa yang dimaksud dengan energi kinetik;valid_learning;belajar
Jelaskan perbedaan massa dan berat;valid_learning;belajar
Apa itu suhu dan kalor;valid_learning;belajar
Sebutkan sifat-sifat cahaya;valid_learning;belajar
Bagaimana proses perpindahan panas;valid_learning;belajar
Apa fungsi dari lensa cembung;valid_learning;belajar
Jelaskan teori atom bohr;valid_learning;belajar
Apa itu tabel periodik unsur;valid_learning;belajar
Sebutkan ciri-ciri reaksi kimia;valid_learning;belajar
Bagaimana cara menentukan pH larutan;valid_learning;belajar
Apa yang dimaksud dengan ikatan kovalen;valid_learning;belajar
Jelaskan sifat dari asam dan basa;valid_learning;belajar
Apa itu laju reaksi;valid_learning;belajar
Sebutkan kegunaan dari polimer;valid_learning;belajar
Bagaimana cara menyetarakan persamaan reaksi;valid_learning;belajar
Apa yang dimaksud dengan zat radioaktif;valid_learning;belajar
Jelaskan latar belakang sumpah pemuda;valid_learning;belajar
Apa itu orde baru;valid_learning;belajar
Sebutkan penyebab perang dunia kedua;valid_learning;belajar
Bagaimana proses masuknya islam ke indonesia;valid_learning;belajar
Apa yang dimaksud dengan zaman praaksara;valid_learning;belajar
Jelaskan sejarah berdirinya asean;valid_learning;belajar
Apa itu reformasi;valid_learning;belajar
Sebutkan pahlawan revolusi indonesia;valid_learning;belajar
